industry_code,industry_ubiquity,industry_complexity,industry_complexity_percentile
111000,1640,-2.3054602695117183,0.95
112000,1700,-2.4117765478903888,0.84
113110,668,-1.3358106785759716,9.5
113210,462,-1.0736090933812186,16.16
113310,1367,-1.9565336394789636,2.75
114111,506,-1.0452276567257954,17.32
114112,421,-1.2260498022725943,11.83
114119,186,0.09955720549889373,50.9
114210,972,-1.7444493334069173,4.75
115111,342,-2.143690146222897,1.69
115112,1443,-2.482840894300937,0.63
115113,501,-2.513066314382366,0.42
115114,468,-2.097180416764666,2.11
115115,1800,-2.6806356675253378,0.11
115116,560,-2.2487458872193455,1.27
115210,1607,-2.1316397914530034,1.9
115310,900,-1.749185615718806,4.54
211120,377,-2.459331331185947,0.74
211130,326,-1.9374444957066501,2.96
212114,130,-1.5956353765418787,5.7
212115,88,-1.3277060420364155,9.82
212210,18,-0.06010700935054714,46.25
212220,56,-1.4212074818481182,8.66
212230,40,-0.7547683043187229,23.97
212290,58,-0.9113255985979275,19.54
212311,283,-1.2943651182740266,10.77
212312,587,-1.2014823120001623,12.57
212313,182,0.18881548200636983,54.38
212319,298,-0.741790166346698,24.5
212321,863,-1.3089966483125215,10.35
212322,136,-1.0267953854593428,17.74
212323,98,-1.1712419894666302,13.62
212390,212,-1.2211183482478214,12.14
213111,431,-2.1868701270027873,1.48
213112,541,-2.5400669360176855,0.32
213113,150,-1.3309171029161313,9.61
213114,109,-0.7374081293908029,24.71
213115,185,-0.5355284218982321,29.67
221111,270,-0.855880210801877,21.33
221112,463,-0.7868082934377236,22.81
221113,63,0.46420241223305725,65.68
221114,173,0.48918502073706455,66.53
221115,229,-1.7336415269180716,4.86
221116,28,-0.08025501054626498,45.51
221117,100,0.29694654330925485,58.82
221118,123,0.8827908369392525,80.57
221121,249,-0.4990168488961056,31.05
221122,1486,-1.7250657724205434,4.96
221210,678,-1.1574642292633515,14.57
221310,1057,-1.4863866264481331,7.92
221320,385,-0.4505904867357533,32.52
221330,74,1.8776153516629503,97.57
236115,1552,-1.500672409470776,7.71
236116,387,0.15908773458583222,53.01
236117,958,-1.0718643461265096,16.26
236118,1406,-1.3273885208153708,9.93
236210,579,-1.1161602497365317,15.42
236220,925,-1.1732366214649004,13.52
237110,1187,-1.5942789054334785,5.91
237120,498,-1.5900077711422478,6.02
237130,889,-1.309842645181698,10.24
237210,631,-1.1583218799013084,14.26
237310,990,-1.0060177180831769,18.06
237990,946,-1.5157058847246765,6.97
238110,1253,-1.5042161450938316,7.5
238120,655,-0.8702599174489423,20.59
238130,908,-1.4585984477230929,8.34
238140,1038,-1.1032078981798954,15.63
238150,635,-0.09211190879060671,44.77
238160,831,-0.7630818434876532,23.55
238170,1220,-1.2690798060621111,11.19
238190,1014,-1.4667505120104918,8.24
238210,919,-0.938886309276738,19.01
238220,1011,-0.6582466461929718,27.24
238290,838,-1.1385020499420155,14.89
238310,749,-0.8561335906381803,21.22
238320,1039,-0.9261398100312546,19.22
238330,1054,-1.0676357109433872,16.47
238340,684,-0.5601643240613767,28.72
238350,1337,-1.325305241865692,10.03
238390,594,-0.2681026615463049,38.65
238910,2171,-1.787731582816851,4.22
238990,1437,-1.4454065445293645,8.45
311111,226,-0.27025948309633185,38.54
311119,735,-1.6587500554454726,5.28
311211,225,-0.8391921986791371,22.07
311212,59,-1.5184654741353907,6.86
311213,73,0.22618794228691794,55.86
311221,55,-0.8964823899005643,20.06
311224,188,-1.4752211123514014,8.13
311225,143,-0.3824517232180532,34.64
311230,101,-0.20930238792402986,40.87
311313,27,-1.513333416343191,7.18
311314,33,0.5218504035415357,68.32
311340,179,0.560871938950942,70.01
311351,97,1.4928882982468346,94.93
311352,290,0.5145201533592313,68
311411,97,-0.10463212866322194,44.24
311412,192,0.4299599003648322,63.46
311421,297,-0.22275429403168312,40.13
311422,57,0.7773285430421994,77.82
311423,108,-0.28048505858757955,38.01
311511,251,0.5082732010092526,67.9
311512,46,0.43828992822585516,63.99
311513,228,-0.9086966485750336,19.64
311514,126,-0.7551715247884786,23.86
311520,212,-0.19928109358867216,41.39
311611,557,-2.300924667928688,1.06
311612,510,-1.243256120610548,11.51
311613,170,-1.067657849403264,16.37
311615,239,-1.2659501750201139,11.3
311710,174,-0.4535745304934468,32.31
311811,659,-0.40710719140759793,34
311812,336,0.7898095336143557,78.25
311813,100,1.3175002727836191,91.45
311821,138,1.1183296681147352,86.69
311824,165,1.1656842494998187,87.75
311830,114,0.37405151761563754,61.46
311911,101,0.7600389241473878,77.51
311919,155,0.599114153305673,71.59
311920,277,0.45146244615004255,64.63
311930,76,2.2168464290699883,99.37
311941,129,0.9879783298391728,83.1
311942,181,0.624535632940714,72.65
311991,190,0.8803037371144428,80.36
311999,293,-0.27029523353877233,38.44
312111,253,1.0379180269464743,84.58
312112,235,0.1427886430073455,52.38
312113,270,0.11548613956536942,51.64
312120,658,-0.07751819953982836,45.72
312130,481,-0.918429533686373,19.43
312140,365,-0.165589091793066,42.13
312230,80,0.8632171005448359,79.94
313110,131,-0.8621942031430833,20.8
313210,161,-0.5458307014067432,29.36
313220,101,0.5661171936596788,70.22
313230,144,0.7106783287401132,75.92
313240,67,1.219297628731016,89.44
313310,262,-0.4942558474696887,31.26
313320,102,1.2907230826598801,90.81
314110,60,-0.10547918690632652,44.14
314120,309,-0.0032200664269308376,47.94
314910,430,-0.06184860242962224,46.15
314994,94,0.34685953013831056,60.3
314999,585,-0.5019920202041829,30.94
315120,68,0.4515808788719457,64.73
315210,292,-0.9042498669258254,19.75
315250,285,-0.45940856802108126,32.1
315990,328,-0.21751733695829453,40.34
316110,238,-0.7438894437631859,24.39
316210,171,-0.8472878583450782,21.65
316990,419,-0.7115901195012717,25.55
321113,926,-1.7775584094949728,4.33
321114,285,-1.0025297573524947,18.16
321211,142,-0.6506347974352831,27.46
321212,59,-1.0573299196226809,17
321215,475,-0.5566879202436106,28.83
321219,119,-0.49430881492918405,31.15
321911,251,-0.21761638351261675,40.23
321912,307,-1.0743450499804867,16.05
321918,547,-0.8946017091941135,20.27
321920,798,-1.2002074449841402,12.78
321991,146,-0.6830534273136527,26.61
321992,401,-0.9895190545056883,18.37
321999,925,-1.4843403458164963,8.03
322110,53,-0.5369876296280415,29.57
322120,172,-0.23796776471217132,39.7
322130,131,0.22711253596751463,55.97
322211,380,0.6023968514615117,71.7
322212,148,1.302735208696746,91.02
322219,164,0.6067110938077402,72.12
322220,250,0.8722329308642521,80.15
322230,140,1.17523022530899,88.17
322291,100,0.7516771973675351,76.87
322299,180,0.8264186649233639,79.41
323111,567,-0.11701008016270123,43.72
323113,650,-0.5628897076999032,28.62
323117,134,1.1472510974175871,87.54
323120,198,1.0757682532194996,85.85
324110,158,-0.6947578947858425,26.29
324121,359,-0.14869939829240159,42.24
324122,104,0.8828256043679208,80.68
324191,150,0.9540811712718422,82.58
324199,76,0.4205382736277769,63.04
325110,51,-0.48418293959722675,31.47
325120,201,0.2921607121307614,58.61
325130,111,1.045921474861602,84.9
325180,251,-0.11325224957440765,43.93
325193,170,-1.8819043172899144,3.38
325194,75,-0.5188706987058216,30.41
325199,253,0.10772866066675756,51
325211,315,0.09813441268564935,50.79
325212,107,0.500632950329222,67.27
325220,114,0.16288187324805564,53.12
325311,196,-0.9022229913004017,19.85
325312,41,-0.6223758685093849,27.88
325314,282,-0.6868375108203816,26.5
325315,82,0.4556856582344307,65.15
325320,176,-0.3776531184141295,34.74
325411,207,0.28053059817791903,58.29
325412,211,0.702164355638789,75.5
325413,85,1.8803238028483407,97.68
325414,99,1.0672504715958187,85.53
