industry_code,industry_ubiquity,industry_complexity,industry_complexity_percentile
111000,332,-1.825609537347378,2.11
112000,363,-1.8822422397789218,1.69
113110,176,-0.9220167333019232,16.26
113210,158,-1.070562966993478,12.46
113310,265,-1.202878376705531,9.61
114111,126,-0.07741954733047052,49.63
114112,89,-0.16040895196522975,46.04
114119,71,0.45255586098579015,71.91
114210,243,-1.54672683794261,4.86
115111,93,-1.745807363602976,2.53
115112,304,-1.9902130766533919,1.27
115113,157,-2.1221471825794427,0.63
115114,129,-1.7050350459864139,3.27
115115,296,-2.1737650157570587,0.53
115116,126,-1.802567546179727,2.32
115210,313,-1.6510959116035993,3.91
115310,214,-1.1119163060280446,11.3
211120,107,-2.3208823471655724,0.21
211130,107,-1.8358439704500418,2.01
212114,53,-1.619554689765608,4.12
212115,35,-1.6922134888431293,3.48
212210,8,-0.7632559637494347,21.86
212220,23,0.11307560205427049,60.51
212230,23,-0.12614089556631705,47.62
212290,41,-0.5969493440473801,28.93
212311,124,-1.0029277320043837,14.15
212312,177,-1.1217672231191942,10.98
212313,61,0.3807897427074723,69.59
212319,137,-0.6426692969841973,26.5
212321,269,-1.3158741069983055,7.92
212322,66,-0.8991690953447479,17.21
212323,49,-0.8140829137334458,19.96
212390,93,-1.1052657943101127,11.51
213111,107,-2.0019148567441536,1.16
213112,132,-2.252404100052242,0.32
213113,67,-1.5075098235561168,5.49
213114,52,-0.5453321788491725,31.15
213115,96,-0.8955004374735867,17.32
221111,120,-0.6803043719869345,25.03
221112,163,-1.1354189429018156,10.67
221113,48,1.013414256223169,84.05
221114,63,0.8740349500163762,81.41
221115,117,-1.6949147852542625,3.38
221116,16,0.1606283322892558,61.88
221117,61,0.40603596497414535,70.43
221118,54,0.17218714474677216,62.41
221121,106,-0.5784176906502966,29.67
221122,370,-1.6402712889797206,4.01
221210,188,-1.3897676186851133,6.97
221310,274,-1.2944397587706162,8.13
221320,144,-0.5608002389335867,30.52
221330,46,1.24939122034291,88.6
236115,292,-0.6951140750263735,24.5
236116,100,0.7837227800688167,79.62
236117,203,-0.1322826060290086,47.41
236118,228,-0.218759710397161,43.51
236210,151,-1.3351384055556055,7.71
236220,205,-0.5957332272407752,29.14
237110,275,-1.2307106182519367,9.29
237120,130,-1.7592785356423901,2.43
237130,219,-1.1552871009803758,10.03
237210,135,0.03296096264937022,57.13
237310,281,-0.9059325782252852,16.79
237990,200,-1.065798779281948,12.57
238110,262,-1.0522102024965871,12.67
238120,159,-0.5973927380202373,28.83
238130,170,-0.8087749823184238,20.06
238140,210,-0.20061594258111973,44.67
238150,146,-0.004720145467715188,54.28
238160,170,-0.04490528770408387,51.95
238170,263,-0.9041282951444853,17
238190,219,-1.095297498250752,11.72
238210,184,-0.12752237351987897,47.52
238220,194,0.1813410067842397,62.83
238290,188,-0.9603917972897195,15.52
238310,139,0.2491112150450204,64.94
238320,170,0.359787264095443,68.74
238330,185,0.1362140303772343,61.35
238340,123,0.6934787930981893,77.72
238350,219,-0.4478810225184596,35.06
238390,105,1.151645891931315,86.8
238910,445,-1.2740675284679261,8.66
238990,254,-0.7398103103850383,22.6
311111,106,-0.9283059696891154,16.05
311119,241,-1.7145557333679429,3.17
311211,109,-0.8754545927227196,17.85
311212,24,-1.3998411580008,6.65
311213,48,-0.3108583773376163,39.92
311221,36,-1.0300158855836572,13.09
311224,100,-1.818390793990396,2.22
311225,59,-0.04930984121651217,51.64
311230,42,0.22769177112608802,64.1
311313,18,-1.5842953009230651,4.65
311314,20,1.3198239465913728,89.33
311340,75,0.191032463835721,63.04
311351,39,0.9359176427039815,83.21
311352,100,0.07009794513585213,58.92
311411,47,-0.2302388326954591,42.98
311412,86,-0.4107495388499892,36.64
311421,104,-0.21165911214886565,43.82
311422,35,0.24082744499662806,64.31
311423,50,-0.4715118236780688,33.9
311511,121,-0.14958783574454787,46.78
311512,27,0.22652475271071665,63.99
311513,82,-0.8902561640557252,17.42
311514,58,-0.6798730883777935,25.24
311520,70,0.3284639399251662,67.69
311611,149,-2.2059640257082,0.42
311612,153,-1.5891233761412271,4.44
311613,77,-0.8237064314029408,19.75
311615,104,-1.2474624702586778,8.98
311710,71,-0.06319442363932758,50.69
311811,154,-0.06916467746656049,50.37
311812,110,0.3633709641471863,68.95
311813,50,1.05432515941551,85.11
311821,65,0.5032262132490549,73.5
311824,74,0.3819051734758243,69.69
311830,53,0.17759108422936426,62.62
311911,48,-0.32379259512799224,39.39
311919,72,0.31913980843997974,67.05
311920,106,0.4616136642279208,72.23
311930,35,1.696487308458934,94.61
311941,73,0.43654467101588723,71.7
311942,81,0.013626436604724389,55.44
311991,77,0.3198677266140374,67.16
311999,117,-0.691366646244863,24.71
312111,128,0.08445438762496457,59.24
312112,119,-0.21919188344323454,43.4
312113,138,-0.4686733343841238,34.32
312120,188,-0.040524414426287035,52.16
312130,104,-0.550571374730333,30.94
312140,118,-0.24171409124278687,42.66
312230,31,0.4109984900706791,70.64
313110,37,-0.5139672114074881,31.78
313210,65,-0.45284083721200963,34.85
313220,48,0.38413028278972006,69.8
313230,71,0.36201767863885614,68.85
313240,29,0.6912758925908692,77.61
313310,89,-0.5966248705712668,29.04
313320,51,0.7909039653646142,79.73
314110,21,-0.8450497727460692,18.9
314120,91,-0.03560404804238345,52.8
314910,151,-0.3101817680720198,40.13
314994,52,0.02530358930764998,56.39
314999,166,-0.7567227053070849,22.18
315120,34,0.2886277187410852,65.79
315210,78,-0.22479079480313874,43.29
315250,104,-0.23977874655513462,42.77
315990,115,-0.43941055943667207,35.69
316110,103,-1.3506786406940317,7.5
316210,63,-0.7847555622712414,20.91
316990,146,-0.9646467357829663,15.21
321113,239,-1.2666194918003035,8.76
321114,122,-0.8776801908563884,17.74
321211,78,-0.6255429316865854,27.56
321212,37,-0.7102905353411257,24.29
321215,200,-0.7962818697561976,20.49
321219,69,-0.553341514530241,30.83
321911,96,-0.6437704059043506,26.4
321912,115,-0.9059306088024125,16.9
321918,150,-0.6309036990261148,27.14
321920,221,-1.1425677587376482,10.24
321991,74,-0.5987977491067388,28.72
321992,154,-1.0308759171541229,12.99
321999,233,-1.0737468861024855,12.35
322110,36,-0.6753954250318882,25.45
322120,88,-0.44583359893049274,35.27
322130,65,-0.2597878166119152,41.92
322211,140,-0.46240062841689744,34.53
322212,71,0.5256501942521199,74.23
322219,78,-0.0037396024898927478,54.38
322220,103,0.017513530737668447,55.86
322230,69,0.39596474785218394,70.22
322291,57,0.024600267087292536,56.28
322299,78,-0.03542838095997627,52.9
323111,141,-0.21650762008528865,43.61
323113,197,-0.7119421792257936,24.18
323117,60,0.5402727492630921,74.45
323120,69,0.7281289322376719,78.56
324110,75,-1.2079938658971603,9.5
324121,129,-0.5231468985715861,31.47
324122,59,0.44109693735392025,71.81
324191,69,0.012233382609732366,55.33
324199,41,-0.41709853143844056,36.43
325110,27,-0.9675726005255963,15.1
325120,86,-0.32729753960016406,39.07
325130,57,0.5419852055023276,74.55
325180,107,-0.7658376895284806,21.65
325193,97,-1.7404144233840113,2.64
325194,46,-0.672204491446465,25.66
325199,106,-0.3627403000140358,37.49
325211,104,-0.5611258634396517,30.41
325212,48,0.32156913068726933,67.37
325220,48,0.24909095338451118,64.84
325311,95,-1.1364372151946556,10.56
325312,26,-0.806063361144885,20.17
325314,127,-0.8339649149239536,19.32
325315,49,0.45851538848582735,72.02
325320,78,-0.5367985213280748,31.36
325411,78,0.031888336411146224,57.02
325412,65,0.9632408949298522,83.63
325413,35,1.7249600483605205,94.83
325414,44,1.0689136519659155,85.53
325510,95,-0.2627523446864772,41.82
325520,65,0.6877571941791281,77.4
325611,69,0.0745545674675569,59.03
325612,70,-0.04422383296184727,52.06
325613,41,0.5657124510367751,74.97
325620,74,0.8394519508358228,80.68
325910,49,0.7241037906101495,78.35
325920,43,-0.35262417799925533,37.91
325991,78,-0.07281805066258625,50.16
325992,38,0.18988643637496241,62.94
325998,129,-0.5154090582247917,31.68
326111,76,0.006958755755168976,55.02
326112,67,-0.07541604092746097,49.95
326113,88,-0.15341206143481026,46.46
326121,83,0.2996979726388036,66.53
326122,126,-0.7500241395395497,22.39
326130,83,0.05945167387982636,58.5
326140,86,-0.20915611642673154,44.03
326150,105,-0.03386636900225111,53.01
326160,94,-0.17513314769190313,45.51
326191,63,0.010416788694138032,55.23
326199,178,-0.8322395097375577,19.43
326211,50,-0.6371160907315091,27.03
326212,80,-0.3194499234586497,39.6
326220,83,-0.5103643767631894,32.21
326291,80,-0.5129399282367402,31.89
326299,101,-0.4602467861077261,34.64
327110,147,-0.5008072742983053,32.73
327120,104,-0.5062910529279917,32.31
327211,43,0.6746476451920423,77.19
327212,59,0.19839308062631497,63.25
327213,37,0.29877661124365984,66.31
327215,97,-0.0066206840920385885,54.17
327310,87,-0.10166071371602375,48.57
327320,344,-1.4528643407644952,5.91
327331,136,0.14151369715132797,61.56
327332,78,0.37372941354037126,69.06
327390,174,-0.5125725424323861,32
327410,50,-0.11524419626811735,48.15
327420,58,-0.11127052629704591,48.36
327910,64,0.1475483743534329,61.67
327991,196,-0.2803255576196048,40.87
327992,50,-0.6178614158677083,27.88
327993,85,-0.3586124659799605,37.7
327999,88,-0.05555955467094927,51.21
331110,88,-0.9503600661460406,15.73
331210,92,-0.5807954948867146,29.57
331221,87,-0.0020293345027070885,54.49
331222,62,-0.17700867586469402,45.41
331313,32,-0.08084635708061745,49.31
331314,40,0.06494805527411927,58.82
331315,36,-0.4393490893661013,35.8
331318,77,-0.14370698202754104,46.99
331410,41,0.4336327735032566,71.59
331420,74,-0.018753265841557624,53.75
331491,54,0.32685132021282853,67.58
331492,56,0.27418951745396497,65.47
331511,89,-0.9121830989520462,16.37
331512,36,1.0245850607222946,84.37
331513,61,-0.20011129239534547,44.77
331523,75,-0.4348907687909736,36.01
331524,67,-0.28627232279695947,40.76
331529,57,-0.09182785069653052,48.79
332111,79,-0.351810328243315,38.01
332112,28,0.9411082768370065,83.42
332114,49,0.005017466318584117,54.91
332117,31,0.4335671851977426,71.49
332119,103,-0.44058383177719657,35.59
332215,68,-0.03764270835958677,52.59
332216,105,-0.48055491079941814,33.69
332311,153,-1.0048610327351943,14.04
332312,213,-1.0819219319395088,11.83
332313,177,-0.9871796679379878,14.47
332321,107,-0.5828637719285584,29.36
332322,156,-0.5372557795084513,31.26
332323,155,-0.3340926636117974,38.65
332410,72,-0.04573233235991441,51.85
332420,144,-1.0197604929989121,13.2
332431,70,0.293671443002296,66.21
332439,81,-0.3339558159791519,38.75
332510,86,-0.3688282980189921,37.28
332613,64,0.27910515229778793,65.68
332618,112,-0.5809442495003863,29.46
332710,229,-1.2114358109764154,9.4
332721,97,-0.28933265340919456,40.65
332722,65,0.05943609126694417,58.39
332811,68,0.04997651599162585,58.18
332812,138,-0.6021604959552674,28.41
332813,103,-0.19320772414226628,44.88
332911,74,-0.14242923222403764,47.1
332912,77,0.16171473525889266,62.09
332913,43,0.40657013462678826,70.54
332919,65,-0.051472397120282586,51.43
332991,54,0.2650679485583625,65.26
332992,49,-0.9969694920129378,14.26
332993,19,-0.7797846632006682,21.01
332994,90,0.03642592312350467,57.44
332996,95,-0.571812591617324,29.99
332999,153,-0.7650766116053431,21.75
333111,168,-2.0521652437623796,0.84
333112,50,-0.548385188486122,31.05
333120,113,-0.96933229959084,14.99
333131,77,-0.8036262687757084,20.27
333132,66,-1.721866264746285,2.96
333241,99,-0.20268557307118673,44.46
333242,23,2.3597465354328424,97.47
333243,90,-0.4968284601055538,33.05
333248,123,-0.14792461208739072,46.88
333310,110,0.09302417780694766,59.45
333413,88,-0.07653620387974079,49.74
333414,81,0.052292879372113764,58.29
333415,105,-0.4649444644389486,34.42
333511,101,-0.5892639354675834,29.25
333514,118,-0.7203053285219149,23.86
333515,98,0.16490136413216325,62.2
333517,103,-0.4190155243594962,36.33
333519,60,-0.0515010050799963,51.32
333611,42,0.033964878275905365,57.34
333612,55,-0.02786310351065279,53.33
333613,70,0.3489741750439412,68.43
333618,47,-0.6228281325495058,27.67
333912,70,-0.45168561162465104,34.95
333914,103,-0.6258169683944491,27.46
333921,47,0.7317554086605642,78.78
