"industry_code","industry_employment_share","location_quotient","industry_present","industry_comparative_advantage","industry_feasibility","industry_feasibility_percentile_score"
"111000",0.00314609528328337,0.619803084850561,1,0,0.384770298468055,85.08
"112000",0.0018547673992279,0.699488079375272,1,0,0.371456612949393,75.69
"113110",0,0,0,0,0.352202540447861,80.66
"113210",0,0,0,0,0.348429019341299,82.32
"113310",2.15670627817198e-05,0.0604117860143796,1,0,0.373535710857137,82.32
"114111",1.61752970862898e-05,0.232518373720968,1,0,0.334609248584646,83.98
"114112",0,0,0,0,0.32117559213924,82.32
"114119",0,0,0,0,0.330006189255558,82.32
"114210",1.34794142385748e-05,0.350244735692624,1,0,0.347274306235756,70.72
"115111",0,0,0,0,0.330035858797258,71.27
"115112",9.1660016822309e-05,0.462383457359734,1,0,0.382401763887347,82.87
"115113",1.61752970862898e-05,0.233210678861482,1,0,0.347448075486546,85.64
"115114",6.20053054974443e-05,0.125756734992837,1,0,0.339231712562849,83.98
"115115",0.000509521858218129,0.259471823125788,1,0,0.357055936636855,88.4
"115116",8.08764854314491e-06,0.0610229899176371,1,0,0.345463351349945,85.08
"115210",0.000226454159208057,0.900590967139628,1,0,0.371170001096124,82.87
"115310",0.000525697155304419,3.6435227949551,1,1,0.384483403068827,92.82
"211120",2.69588284771497e-06,0.00555453841660792,1,0,0.331376993765881,81.22
"211130",0,0,0,0,0.337218469543769,81.22
"212114",0,0,0,0,0.309056823635017,69.06
"212115",0,0,0,0,0.324756975141337,79.01
"212210",0,0,0,0,0.306954491563019,80.66
"212220",0.000353160653050661,3.73639306986463,1,1,0.474383162533468,98.9
"212230",0.000223758276360342,1.93734707794011,1,1,0.464544572561725,98.9
"212290",0,0,0,0,0.323264423769297,89.5
"212311",1.07835313908599e-05,0.23998896277409,1,0,0.339190824102733,81.77
"212312",0,0,0,0,0.369965008826289,79.01
"212313",0,0,0,0,0.307342480553832,80.66
"212319",0,0,0,0,0.336457243910984,82.32
"212321",0.000579614812258719,3.00092227697529,1,1,0.397126375654536,90.06
"212322",0,0,0,0,0.335505156581108,82.32
"212323",0,0,0,0,0.325434234282656,83.98
"212390",0.000547264218086139,7.54520345061133,1,1,0.386585076565253,96.13
"213111",3.77423598680096e-05,0.145998389191902,1,0,0.337519886599274,78.45
"213112",0.000212974744969483,0.164861068036575,1,0,0.335087030614971,80.11
"213113",0,0,0,0,0.331965461524844,83.43
"213114",0.000574223046563288,20.1329719012577,1,1,0.441340758134086,98.9
"213115",4.31341255634395e-05,2.23457182218062,1,1,0.38521096529622,95.03
"221111",0,0,0,0,0.340968203814167,83.98
"221112",0.000331593590268941,0.775883620860388,1,0,0.353527360077433,77.35
"221113",0,0,0,0,0.307878753567422,76.24
"221114",8.8964133974594e-05,0.925059752438292,1,0,0.339820508950693,86.74
"221115",0,0,0,0,0.334367359977895,85.08
"221116",0.000361248301593806,58.2018703985366,1,1,0.512035646747942,99.45
"221117",0,0,0,0,0.322474738563538,81.22
"221118",0,0,0,0,0.31445343623009,80.66
"221121",0,0,0,0,0.34464053757575,80.66
"221122",0.000730584251730757,0.552367068866545,1,0,0.375114654975414,78.45
"221210",0.000792589557228201,1.16725323635714,1,1,0.373105583257654,86.74
