"industry_code","industry_employment_share","location_quotient","industry_present","industry_comparative_advantage","industry_feasibility","industry_feasibility_percentile_score"
"111000",0.0147785502664279,2.91147922105896,1,1,0.360890060189605,92.16
"112000",0.00277674719547189,1.04719414600442,1,1,0.359015578142549,88.24
"113110",0.000204324144123799,8.07680294628637,1,1,0.350684117065338,90.2
"113210",0.000111123657330487,6.52241556374747,1,1,0.33684183700539,96.08
"113310",0.00225025406094236,6.30321653826979,1,1,0.368124239441482,92.16
"114111",0.000457488927961401,6.57636029542214,1,1,0.346661429741728,94.12
"114112",6.40753346704019e-05,0.942289493297209,1,1,0.327425640583133,92.16
"114119",4.48079263429384e-07,0.0470549315592936,1,1,0.282531110840382,84.31
"114210",6.85561273046957e-05,1.78134021723497,1,1,0.354300630957901,86.27
"115111",0,0,0,0,0.294018689624256,88.24
"115112",0.000234345454773568,1.18216715806197,1,1,0.359462295625665,88.24
"115113",0.000235241613300426,3.39164443420101,1,1,0.329474366174277,92.16
"115114",0.000803854198592314,1.63034563920373,1,1,0.33047404883918,92.16
"115115",0.0035317607543504,1.79853403145483,1,1,0.359520156701414,88.24
"115116",0.000190433686957488,1.43686176484945,1,1,0.335570508091471,90.2
"115210",0.000344124874313767,1.36855845111813,1,1,0.364058386498495,90.2
"115310",0.00276554521388616,19.1675509855826,1,1,0.366989481303305,94.12
"211120",1.7475091273746e-05,0.0360052981886898,1,0,0.29532839750578,80.39
"211130",1.7475091273746e-05,0.0798013377992526,1,1,0.28958057377857,82.35
"212114",0,0,0,0,0.259129106347208,86.27
"212115",0,0,0,0,0.25151152518662,84.31
"212210",0,0,0,0,0.23069393615372,86.27
"212220",3.58463410743507e-06,0.0379249554595751,1,1,0.267404596446649,86.27
"212230",0,0,0,0,0.248895610095197,84.31
"212290",0,0,0,0,0.27150478422318,90.2
"212311",1.29942986394521e-05,0.289189889603523,1,1,0.306043298792042,94.12
"212312",2.24039631714692e-06,0.0161982469388303,1,1,0.322155022236622,90.2
"212313",4.92887189772322e-06,0.133877072339156,1,1,0.27077389139763,86.27
"212319",0.000171166278630025,3.58592395149372,1,1,0.312296215845962,94.12
"212321",0.000497816061670045,2.57741396131698,1,1,0.353101208915599,88.24
"212322",0,0,0,0,0.26233415200282,86.27
"212323",3.31578654937744e-05,0.912283426885042,1,1,0.260981670268172,88.24
"212390",8.91677734224473e-05,1.22936777058661,1,1,0.289333655858744,88.24
"213111",1.12019815857346e-05,0.043332512142698,1,1,0.307974247187883,84.31
"213112",8.51350600515829e-06,0.00659019778587975,1,0,0.313845311188374,84.31
"213113",0,0,0,0,0.262245739142271,86.27
"213114",4.48079263429384e-07,0.0157102144787666,1,0,0.279199362909352,86.27
"213115",4.07752129720739e-05,2.11236789341661,1,1,0.279655988550705,90.2
"221111",9.90255172178938e-05,2.07757518255415,1,1,0.307278531511854,92.16
"221112",8.15504259441478e-05,0.19081683609425,1,1,0.307317913825601,86.27
"221113",0,0,0,0,0.238386420617031,76.47
"221114",1.7475091273746e-05,0.181708098368546,1,1,0.27929411316908,82.35
"221115",0.000165341248205443,2.46899329941149,1,1,0.290214529162648,88.24
"221116",1.29942986394521e-05,2.09355305477301,1,1,0.252062308769902,88.24
"221117",3.49501825474919e-05,2.47972020280722,1,1,0.262008593646309,86.27
